,geometry,section,year,floor,hall name
644,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1912,3,['Chinese Hall']
645,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1912,4,['South Sea Islands Hall']
646,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1913,1,['Indians of the Plains']
647,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1913,2,"['North American Archaeological Hall', 'North American Archaeology', 'Prehistoric Man of North America', 'Prehistoric Man of North America and Europe']"
648,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1913,3,"['Asiatic Hall', 'Chinese and Siberian Collections', 'Living Tribes of Asia']"
649,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1913,4,"['Collections from the South Sea Islands', 'Hall of the Pacific Islands', 'South Sea Islands Hall']"
650,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1914,1,"['Indians of the Plains', 'Plains Hall']"
651,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1914,2,"['Archaeological Hall', 'Hall of North American Archaeology', 'Prehistoric Man of North America', 'Prehistoric Man of North America and Europe']"
652,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1914,3,"['Chinese and Siberian Collections', 'Living Tribes of Asia']"
653,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1914,4,"['Collections from South Sea Islands', 'Collections from the Pacific Islands', 'Hall of the Pacific Islands', 'South Sea Islands Hall']"
654,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1915,1,"['Indians of the Plains Hall', 'Plains Indians Hall']"
655,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1916,1,['Indians of the Plains']
656,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1916,2,"['North American Archaeology', 'Prehistoric Man of North America']"
657,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1916,3,"['Chinese and Siberian Collections', 'Hall of Asiatic Life', 'Living Tribes of Asia']"
658,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1916,4,"['Collections from South Sea Islands', 'Collections from the Pacific Islands']"
659,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1917,1,['Plains Indian Hall']
660,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1917,3,['Chinese Hall']
661,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1918,1,['Indians of the Plains']
